Class,Method,Commit Number,Commit Hash,Code Churn,Lines Added,Lines Deleted,Modified Files,From CBO,To CBO,From LOC,To LOC,From RFC,To RFC,From WMC,To WMC,Methods Invoked Qty,Refactoring Patterns
services.moleculer.service.DefaultServiceRegistry,receive,64 -> 65,46958e69fddc9bd25276a73127d998a27c2d4a1c -> 38ecd30414d34df679330a6073db623d3d6590a5,0,0,0,16,2.0,3.0,31.0,27.0,7.0,5.0,5.0,5.0,5,"src/main/java/services/moleculer/service/DefaultServiceRegistry.java: [Extract Variable(10), Rename Attribute(10), Rename Variable(8), Change Attribute Type(6), Reorder Parameter(6), Change Variable Type(4), Add Method Modifier(2), Add Attribute Modifier(2), Remove Variable Modifier(2), Remove Parameter(2), Move Attribute(1), Add Parameter(1), Move Method(1)]"
services.moleculer.transporter.tcp.TcpWriter,run,150 -> 151,073bc5ffa548dba753a60ffa90726eefc141c717 -> 585037231e4083f5e8a362403efc2e4ecfef50cf,217,65,152,9,2.0,3.0,90.0,61.0,29.0,24.0,20.0,16.0,29,"src/main/java/services/moleculer/transporter/tcp/TcpWriter.java: [Extract Method(63), Extract Variable(10), Extract And Move Method(10), Rename Variable(8), Remove Thrown Exception Type(3)]"
services.moleculer.config.ComponentRegistry,stop,50 -> 53,f1c622e996e478f7dd68afe2142ebff4daeb54b9 -> 20bf5268910a6e1f0d574b0b523a24fa2256aa12,351,44,307,13,1.0,0.0,13.0,2.0,3.0,0.0,2.0,1.0,4,"src/main/java/services/moleculer/config/ComponentRegistry.java: [Extract And Move Method(11), Remove Attribute Modifier(8), Add Parameter(2), Move Method(2), Move And Rename Class(1), Add Class Modifier(1)]"
services.moleculer.service.DefaultServiceRegistry,isServicesOnline,415 -> 587,b7a1b615dde8427a671a5c9ccc01e6283024eb13 -> 8edc35926c7505f2d72579518bdbb488643da268,0,0,0,9,1.0,1.0,22.0,11.0,6.0,4.0,6.0,2.0,6,src/main/java/services/moleculer/service/DefaultServiceRegistry.java: [Extract Method(25)]
services.moleculer.transporter.AmqpTransporter,publish,103 -> 293,18bc9a3547417bcffa8b40b5aaa5b17a7a3a017e -> e077958c125ddabce4a992ba7110bd5a72b3f527,217,133,84,7,3.0,2.0,13.0,22.0,6.0,7.0,4.0,6.0,6,"src/main/java/services/moleculer/transporter/AmqpTransporter.java: [Extract Method(35), Change Attribute Type(2)]"
services.moleculer.transporter.tcp.TcpWriter,disconnect,150 -> 151,073bc5ffa548dba753a60ffa90726eefc141c717 -> 585037231e4083f5e8a362403efc2e4ecfef50cf,217,65,152,9,1.0,1.0,27.0,24.0,5.0,5.0,5.0,5.0,8,"src/main/java/services/moleculer/transporter/tcp/TcpWriter.java: [Extract Method(63), Extract Variable(10), Extract And Move Method(10), Rename Variable(8), Remove Thrown Exception Type(3)]"
services.moleculer.service.NodeDescriptor,switchToOffline,173 -> 177,f8c659bd5e01b315dfeeed9df665ea90166fb08e -> 5e29ccfffed018ab16903b6ca196b48210d201b2,42,26,16,14,1.0,2.0,8.0,7.0,3.0,3.0,2.0,2.0,3,"src/main/java/services/moleculer/service/NodeDescriptor.java: [Extract Class(4), Change Attribute Access Modifier(2), Move Attribute(2), Move Method(2), Change Method Access Modifier(2), Remove Method Modifier(2), Remove Attribute Modifier(1), Add Attribute Modifier(1)]"
services.moleculer.transporter.tcp.TcpWriter,send,151 -> 152,585037231e4083f5e8a362403efc2e4ecfef50cf -> f428d3c752cca0f4fb678c1f24d7177b9850b868,164,119,45,5,4.0,5.0,44.0,27.0,13.0,9.0,6.0,5.0,13,"src/main/java/services/moleculer/transporter/tcp/TcpWriter.java: [Extract Method(44), Inline Method(40), Change Variable Type(8), Rename Variable(4), Parameterize Variable(4), Remove Method Annotation(3), Add Parameter(3), Change Attribute Type(2)]"
services.moleculer.service.NodeDescriptor,switchToOnline,177 -> 178,5e29ccfffed018ab16903b6ca196b48210d201b2 -> 2e333d152a607b9a5175396409ea32e16180c75b,294,133,161,14,2.0,2.0,6.0,3.0,3.0,1.0,2.0,1.0,3,"src/main/java/services/moleculer/service/NodeDescriptor.java: [Extract Class(4), Change Attribute Access Modifier(2), Move Attribute(2), Move Method(2), Change Method Access Modifier(2), Remove Method Modifier(2), Remove Attribute Modifier(1), Add Attribute Modifier(1)]"
services.moleculer.stream.PacketStream,transferTo,384 -> 393,c4140252035216a9cd674ae899fd2c5940811c80 -> 78abcb093b4828836f9d73bfb8c551c9485d78e4,469,469,0,22,2.0,1.0,4.0,26.0,1.0,6.0,2.0,6.0,1,"src/main/java/services/moleculer/stream/PacketStream.java: [Inline Method(153), Rename Parameter(16), Extract Method(6), Add Parameter(6), Change Variable Type(4), Add Thrown Exception Type(3), Rename Method(2)]"
services.moleculer.ServiceBroker,getLogger,31 -> 216,db8967b8b4c9eb993389dd9051ff03b44d84c8f3 -> b24739d766841c69093d8b3a46971978e1651485,255,249,6,38,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1,"src/main/java/services/moleculer/ServiceBroker.java: [Extract Method(47), Add Method Modifier(4), Change Return Type(4), Rename Parameter(4), Extract And Move Method(4), Add Class Modifier(2), Add Attribute Modifier(2), Rename Attribute(2), Move Attribute(1)]"
services.moleculer.config.BaseComponentRegistry,start,153 -> 154,658e33995a0c88140c9c56368409f079120f98ed -> fdfd5ad8984a58662f9205e5fb86eaabf305f082,0,0,0,16,16.0,15.0,102.0,102.0,34.0,34.0,31.0,31.0,31,"src/main/java/services/moleculer/config/BaseComponentRegistry.java: [Change Method Access Modifier(1), Move Method(1)]"
services.moleculer.transporter.TransporterTest,setUp,288 -> 289,7d455ad315df82a0a78c6363344dc3a4fa4b5aeb -> 8ab3e4025113e52ac92cf7c71271731638bc80cf,133,121,12,16,7.0,7.0,18.0,14.0,11.0,11.0,1.0,1.0,11,"src/test/java/services/moleculer/transporter/TransporterTest.java: [Pull Up Method(2), Extract Superclass(1)]"
services.moleculer.config.ServiceBrokerConfig,setScheduler,62 -> 215,fff362794e27ddfebda1aa19fcf645a9d07e4834 -> 734d3d52d5f96e70f3887bdba620dcc5c9afdcbd,115,115,0,141,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,1,"src/main/java/services/moleculer/config/ServiceBrokerConfig.java: [Change Return Type(6), Rename Method(4), Rename Parameter(4), Change Parameter Type(4), Remove Parameter(2), Change Method Access Modifier(2), Move And Rename Method(1), Move Method(1)]"
services.moleculer.service.DefaultServiceRegistry,stop,68 -> 77,647c31e7a1294493c5f6adcdf3b1ebbe15f64f6e -> 6d24b1513a077d14491c5a8fbd8553ec83bbfbb2,0,0,0,17,3.0,3.0,35.0,26.0,14.0,11.0,7.0,5.0,8,"src/main/java/services/moleculer/service/DefaultServiceRegistry.java: [Extract Variable(10), Rename Attribute(10), Rename Variable(8), Change Attribute Type(6), Reorder Parameter(6), Change Variable Type(4), Add Method Modifier(2), Add Attribute Modifier(2), Remove Variable Modifier(2), Remove Parameter(2), Move Attribute(1), Add Parameter(1), Move Method(1)]"
services.moleculer.transporter.MqttTransporter,disconnect,99 -> 158,eb7dc723d1b2bf387566700d2fa7af5abac8f6d7 -> 02493eb1d997f297403c4bc9971b55fbbfc63a5b,0,0,0,14,1.0,0.0,30.0,29.0,13.0,12.0,7.0,7.0,2,"src/main/java/services/moleculer/transporter/MqttTransporter.java: [Extract Method(24), Change Attribute Type(10), Rename Attribute(8), Encapsulate Attribute(4)]"
services.moleculer.util.CommonUtils,scan,153 -> 154,658e33995a0c88140c9c56368409f079120f98ed -> fdfd5ad8984a58662f9205e5fb86eaabf305f082,22,4,18,16,1.0,1.0,54.0,38.0,29.0,20.0,13.0,9.0,24,src/main/java/services/moleculer/util/CommonUtils.java: [Extract Method(23)]
services.moleculer.eventbus.DefaultEventbus,broadcast,559 -> 561,bbd644c457650f3086281feac0ac6afd7232ce97 -> 105eadaa8e1a85528abc440fdc58d8bd4a233121,20,10,10,25,5.0,4.0,25.0,25.0,6.0,5.0,6.0,6.0,25,"src/main/java/services/moleculer/eventbus/DefaultEventbus.java: [Extract Method(418), Extract Variable(10), Remove Method Annotation(3), Extract Interface(2)]"
services.moleculer.ServiceBroker,destroyService,31 -> 61,db8967b8b4c9eb993389dd9051ff03b44d84c8f3 -> 0996ed8fc9bddb683d8c6aa9458860d2a6e8b974,96,73,23,6,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2,"src/main/java/services/moleculer/ServiceBroker.java: [Extract Method(47), Add Method Modifier(4), Change Return Type(4), Rename Parameter(4), Extract And Move Method(4), Add Class Modifier(2), Add Attribute Modifier(2), Rename Attribute(2), Move Attribute(1)]"
services.moleculer.ServiceBroker,start,36 -> 39,4a250689fa2faf80fd717d9b83be8a6458c523a9 -> eafdc6884817f980dd65e1e417ff68cea5dba755,22,8,14,26,1.0,2.0,16.0,13.0,7.0,4.0,5.0,3.0,7,"src/main/java/services/moleculer/ServiceBroker.java: [Extract Method(47), Add Method Modifier(4), Change Return Type(4), Rename Parameter(4), Extract And Move Method(4), Add Class Modifier(2), Add Attribute Modifier(2), Rename Attribute(2), Move Attribute(1)]"
services.moleculer.cacher.RedisCacher,start,120 -> 126,9aa54d22bd5d40f5aee25a79832300e01a17f05d -> 57d2a9c8023eb7223ed7f524ca90f77c058e5afd,0,0,0,6,7.0,7.0,53.0,52.0,23.0,22.0,9.0,9.0,18,"src/main/java/services/moleculer/cacher/RedisCacher.java: [Extract Superclass(2), Pull Up Attribute(1)]"
services.moleculer.transporter.KafkaTransporter,start,154 -> 157,fdfd5ad8984a58662f9205e5fb86eaabf305f082 -> 67e4f244555f98945466ca209f7cc30536fd1b49,20,2,18,13,3.0,4.0,24.0,7.0,13.0,4.0,5.0,1.0,16,"src/main/java/services/moleculer/transporter/KafkaTransporter.java: [Extract Method(17), Rename Method(6), Rename Parameter(4), Encapsulate Attribute(4), Rename Attribute(2)]"
services.moleculer.ServiceBroker,createService,219 -> 222,c8771765065a36220554394b84c253456dd737da -> 7d85d5d251dbafa0e0c75abac6cfe093dd453024,19,12,7,14,2.0,2.0,8.0,3.0,2.0,2.0,2.0,1.0,2,"src/main/java/services/moleculer/ServiceBroker.java: [Extract Method(14), Inline Method(13), Move And Inline Method(10), Change Parameter Type(4), Change Attribute Type(2)]"
services.moleculer.context.CallingOptions,retryCount,112 -> 115,5f1c32db752b508f7c2c3e979d33863646f7a9cc -> 8a4de407ad26c5371aca83d6807ed3b7d489e0b1,55,23,32,17,1.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,1,"src/main/java/services/moleculer/context/CallingOptions.java: [Extract Class(13), Move Attribute(6), Remove Attribute Modifier(6), Change Return Type(4), Move Method(4), Add Parameter(3), Add Method Modifier(2)]"
services.moleculer.actions.ActionContainer,handler,21 -> 24,9265fb7f26edb9612665945f8cbfb211be716943 -> bb9108a66f53fc978772c4ae5fd3f92dc9338d12,0,0,0,4,3.0,3.0,21.0,21.0,5.0,5.0,6.0,5.0,5,"src/main/java/services/moleculer/actions/ActionContainer.java: [Remove Method Annotation(2), Pull Up Method(2)]"
services.moleculer.transporter.tcp.TcpReader,run,150 -> 151,073bc5ffa548dba753a60ffa90726eefc141c717 -> 585037231e4083f5e8a362403efc2e4ecfef50cf,8,0,8,9,3.0,3.0,116.0,110.0,29.0,26.0,23.0,22.0,30,"src/main/java/services/moleculer/transporter/tcp/TcpReader.java: [Extract Method(39), Extract And Move Method(11), Parameterize Attribute(4)]"
services.moleculer.transporter.tcp.TcpReader,run,174 -> 183,b408f98af0db1a99881acec7319aa9f9ac0dd167 -> 06805b6174823eb81df1fe357e04af100dd3c2d4,179,99,80,1,3.0,2.0,113.0,101.0,29.0,27.0,26.0,20.0,30,"src/main/java/services/moleculer/transporter/tcp/TcpReader.java: [Extract Class(2), Add Thrown Exception Type(2), Move Attribute(1), Change Method Access Modifier(1), Move And Rename Method(1)]"
services.moleculer.service.DefaultServiceRegistry,run,65 -> 68,38ecd30414d34df679330a6073db623d3d6590a5 -> 647c31e7a1294493c5f6adcdf3b1ebbe15f64f6e,0,0,0,3,2.0,3.0,30.0,24.0,10.0,10.0,6.0,5.0,13,"src/main/java/services/moleculer/service/DefaultServiceRegistry.java: [Extract Variable(10), Rename Attribute(10), Rename Variable(8), Change Attribute Type(6), Reorder Parameter(6), Change Variable Type(4), Add Method Modifier(2), Add Attribute Modifier(2), Remove Variable Modifier(2), Remove Parameter(2), Move Attribute(1), Add Parameter(1), Move Method(1)]"
services.moleculer.transporter.MqttTransporter,connect,99 -> 100,eb7dc723d1b2bf387566700d2fa7af5abac8f6d7 -> 897e39e8882ec35c5330ce4c04d0a6b07eeef668,2,1,1,5,7.0,7.0,30.0,25.0,15.0,15.0,5.0,4.0,27,"src/main/java/services/moleculer/transporter/MqttTransporter.java: [Extract Method(24), Change Attribute Type(10), Rename Attribute(8), Encapsulate Attribute(4)]"
services.moleculer.ServiceBroker,use,216 -> 219,b24739d766841c69093d8b3a46971978e1651485 -> c8771765065a36220554394b84c253456dd737da,122,100,22,65,2.0,2.0,10.0,3.0,3.0,2.0,3.0,1.0,3,"src/main/java/services/moleculer/ServiceBroker.java: [Extract Class(3), Move Method(1), Add Method Annotation(1)]"
services.moleculer.metrics.DefaultMetrics,timer,561 -> 562,105eadaa8e1a85528abc440fdc58d8bd4a233121 -> bb9e7e166f4bd232864f2a9355d855816a88cd7f,98,74,24,33,3.0,2.0,11.0,8.0,12.0,11.0,1.0,1.0,12,"src/main/java/services/moleculer/metrics/DefaultMetrics.java: [Move Method(4), Rename Parameter(2), Remove Method Annotation(1)]"
services.moleculer.util.redis.RedisGetSetClient,connect,75 -> 428,3c2ae5cdde77626fb350a819eb66e37ac80b7594 -> f6f70e1d154f61271b0962d190aedf84c2ff35b1,141,8,133,62,8.0,3.0,43.0,11.0,11.0,6.0,3.0,2.0,8,"src/main/java/services/moleculer/util/redis/RedisGetSetClient.java: [Extract And Move Method(34), Change Return Type(4), Add Class Modifier(2), Rename Attribute(2), Change Method Access Modifier(1), Move Method(1)]"
services.moleculer.utils.Serializer,deserialize,36 -> 51,4a250689fa2faf80fd717d9b83be8a6458c523a9 -> 6cea38008a1d50345a20ce5fce1d26f41f207375,18,9,9,9,3.0,2.0,22.0,22.0,3.0,2.0,13.0,13.0,3,"src/main/java/services/moleculer/utils/Serializer.java: [Change Parameter Type(2), Change Variable Type(2), Rename Parameter(2), Rename Variable(2), Change Method Access Modifier(1), Move Method(1)]"
services.moleculer.context.Context,broadcast,40 -> 64,172f5de32559d1611081b5a62cba27e3cd69d6b0 -> 46958e69fddc9bd25276a73127d998a27c2d4a1c,93,68,25,23,1.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,1,"src/main/java/services/moleculer/context/ContextPool.java: [Modify Class Annotation(2), Rename Class(1)] src/main/java/services/moleculer/context/ContextFactory.java: [Modify Class Annotation(2), Rename Class(1)] src/main/java/services/moleculer/context/Context.java: [Add Method Modifier(11), Pull Up Method(3), Remove Method Annotation(3), Add Class Modifier(2), Change Type Declaration Kind(2), Move Method(2), Collapse Hierarchy(1), Add Attribute Modifier(1), Move Attribute(1)]"
services.moleculer.ServiceBroker,call,252 -> 260,a23d679ec3e655fbf23f0ecaeb409b8f065f70b6 -> 4d517f2688873e25d98d1675ff472107f63002af,42,7,35,11,4.0,4.0,13.0,3.0,1.0,1.0,2.0,1.0,5,src/main/java/services/moleculer/ServiceBroker.java: [Extract Method(16)]
services.moleculer.transporter.Transporter,updateLocalInfos,158 -> 160,02493eb1d997f297403c4bc9971b55fbbfc63a5b -> 3e35a024ac02a44e43ccf8c147c7dc6f873fb63c,0,0,0,3,5.0,5.0,90.0,89.0,17.0,17.0,25.0,25.0,18,"src/main/java/services/moleculer/transporter/Transporter.java: [Extract Method(35), Rename Method(2)]"
services.moleculer.context.CallingOptions,timeout,112 -> 115,5f1c32db752b508f7c2c3e979d33863646f7a9cc -> 8a4de407ad26c5371aca83d6807ed3b7d489e0b1,55,23,32,17,1.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,1,"src/main/java/services/moleculer/context/CallingOptions.java: [Extract Class(13), Move Attribute(6), Remove Attribute Modifier(6), Change Return Type(4), Move Method(4), Add Parameter(3), Add Method Modifier(2)]"
services.moleculer.transporter.TcpTransporter,sendGossipToRandomEndpoint,163 -> 164,f867e14d5b159b9fcc391c6f6d72541bda1b6748 -> 0861c5fac764558b7da2fabca9068eb512465f96,330,166,164,9,3.0,3.0,16.0,12.0,4.0,4.0,4.0,3.0,4,src/main/java/services/moleculer/transporter/TcpTransporter.java: [Extract Method(62)]
services.moleculer.config.SpringComponentRegistry,findServices,61 -> 63,0996ed8fc9bddb683d8c6aa9458860d2a6e8b974 -> 563c2d1a424b70e2468c65f4e060863d09733a22,38,3,35,99,8.0,6.0,27.0,19.0,17.0,12.0,7.0,5.0,19,"src/main/java/services/moleculer/config/SpringComponentRegistry.java: [Parameterize Variable(4), Add Class Annotation(3), Add Method Annotation(3), Extract Superclass(2)]"
services.moleculer.transporter.RedisTransporter,disconnect,73 -> 74,63082864cbf64e892c12fbdbf63f760def0367e2 -> de6b28c2bfe54c3d22df361ce79069b18b835908,212,0,212,6,1.0,2.0,14.0,10.0,2.0,3.0,5.0,3.0,2,"src/main/java/services/moleculer/transporter/RedisTransporter.java: [Extract Method(13), Remove Attribute Modifier(4), Change Return Type(4)]"
services.moleculer.breaker.DefaultCircuitBreaker,started,260 -> 261,4d517f2688873e25d98d1675ff472107f63002af -> dabbd364e5a2aec92bdca8a5bea5972695ba8320,329,184,145,5,2.0,2.0,9.0,6.0,6.0,4.0,2.0,1.0,6,"src/main/java/services/moleculer/breaker/DefaultCircuitBreaker.java: [Extract Method(14), Extract Class(6), Move Attribute(4), Localize Parameter(4), Rename Parameter(4), Add Parameter(4), Remove Attribute Modifier(2), Remove Parameter(2), Move And Rename Method(2)]"
services.moleculer.repl.commands.Nodes,getNodeInfos,186 -> 187,05d46e587f7680175b4b2a314ae5a0070a09d4a9 -> 30aa4471a1585c4792abcca09c669501be219ae4,0,0,0,9,5.0,3.0,20.0,17.0,11.0,6.0,5.0,4.0,12,src/main/java/services/moleculer/repl/commands/Nodes.java: [Extract Method(39)]
services.moleculer.service.DefaultServiceRegistry,run,64 -> 65,46958e69fddc9bd25276a73127d998a27c2d4a1c -> 38ecd30414d34df679330a6073db623d3d6590a5,0,0,0,16,1.0,2.0,35.0,30.0,13.0,10.0,7.0,6.0,13,"src/main/java/services/moleculer/service/DefaultServiceRegistry.java: [Extract Variable(10), Rename Attribute(10), Rename Variable(8), Change Attribute Type(6), Reorder Parameter(6), Change Variable Type(4), Add Method Modifier(2), Add Attribute Modifier(2), Remove Variable Modifier(2), Remove Parameter(2), Move Attribute(1), Add Parameter(1), Move Method(1)]"
services.moleculer.transporter.AmqpTransporter,disconnect,103 -> 293,18bc9a3547417bcffa8b40b5aaa5b17a7a3a017e -> e077958c125ddabce4a992ba7110bd5a72b3f527,217,133,84,7,0.0,0.0,23.0,24.0,4.0,2.0,5.0,5.0,4,"src/main/java/services/moleculer/transporter/AmqpTransporter.java: [Extract Method(35), Change Attribute Type(2)]"
services.moleculer.transporter.RedisTransporter,publish,75 -> 289,3c2ae5cdde77626fb350a819eb66e37ac80b7594 -> 8ab3e4025113e52ac92cf7c71271731638bc80cf,0,0,0,16,5.0,5.0,22.0,19.0,6.0,5.0,7.0,7.0,2,"src/main/java/services/moleculer/transporter/RedisTransporter.java: [Extract Method(16), Change Method Access Modifier(2)]"
services.moleculer.transporter.Transporter,sendInfoPacket,73 -> 76,63082864cbf64e892c12fbdbf63f760def0367e2 -> de825fa59717a33bc320cf940b652268c8ab613f,46,26,20,44,5.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,4,"src/main/java/services/moleculer/transporter/Transporter.java: [Extract Method(8), Change Return Type(8), Parameterize Attribute(8), Remove Parameter(3), Rename Method(2), Change Method Access Modifier(2), Add Method Modifier(2)]"
services.moleculer.transporter.tcp.TcpWriter,append,186 -> 190,05d46e587f7680175b4b2a314ae5a0070a09d4a9 -> 928ffb2edb6811506a5ead25fc3af9b767ad8f46,38,14,24,4,3.0,3.0,11.0,9.0,3.0,3.0,4.0,3.0,3,src/main/java/services/moleculer/transporter/tcp/TcpWriter.java: [Extract Method(20)]
services.moleculer.service.DefaultServiceRegistry,checkServicesOnline,248 -> 249,5f7d4b9e94132d2e739954fe5965083101d89bc6 -> 7c3c8debdcda45de6cdae3424f15939e990a2b18,0,0,0,17,5.0,3.0,50.0,47.0,13.0,12.0,14.0,14.0,13,"src/main/java/services/moleculer/service/DefaultServiceRegistry.java: [Extract Method(82), Add Method Annotation(3), Rename Attribute(2)]"
services.moleculer.transporter.Transporter,connected,304 -> 365,c8172b89a87fc428690d1d4962dea6c53b48cafd -> 25af19e0cab7b8b73a96c4ded5bb26a975c0f782,0,0,0,4,2.0,2.0,32.0,32.0,15.0,14.0,8.0,8.0,15,src/main/java/services/moleculer/transporter/Transporter.java: [Extract Method(49)]
services.moleculer.service.NodeDescriptor,getOfflineSince,173 -> 178,f8c659bd5e01b315dfeeed9df665ea90166fb08e -> 2e333d152a607b9a5175396409ea32e16180c75b,294,133,161,14,1.0,0.0,4.0,7.0,1.0,1.0,2.0,2.0,1,"src/main/java/services/moleculer/service/NodeDescriptor.java: [Extract Class(4), Change Attribute Access Modifier(2), Move Attribute(2), Move Method(2), Change Method Access Modifier(2), Remove Method Modifier(2), Remove Attribute Modifier(1), Add Attribute Modifier(1)]"
services.moleculer.util.CommonUtils,readTree,190 -> 196,928ffb2edb6811506a5ead25fc3af9b767ad8f46 -> 8e56a105216476591922e8fc1490242244d4172c,6,3,3,7,2.0,2.0,18.0,18.0,8.0,6.0,7.0,8.0,8,"src/main/java/services/moleculer/util/CommonUtils.java: [Extract Method(56), Extract And Move Method(17)]"
services.moleculer.transporter.TcpTransporter,publish,173 -> 181,f8c659bd5e01b315dfeeed9df665ea90166fb08e -> b8c194a661dc0b6dfbd7c18a25a71d5e9a29ddd5,0,0,0,3,5.0,4.0,67.0,62.0,9.0,8.0,18.0,17.0,9,"src/main/java/services/moleculer/transporter/TcpTransporter.java: [Extract Attribute(24), Extract Method(20), Rename Parameter(4), Change Parameter Type(4)]"
